,CountryID,PolicyID,Year,VehTypeID,FuelID,FuelTax
0,9,0,2012,2,1,0.293999999761581
1,9,0,2012,2,12,0.0
2,9,0,2012,3,1,0.293999999761581
3,9,0,2012,3,2,0.293999999761581
4,9,0,2012,3,5,0.0504000000655651
5,9,0,2012,3,7,0.493999987840652
6,9,0,2012,3,8,0.493999987840652
7,9,0,2012,3,10,0.00150000001303852
8,9,0,2012,3,12,0.0
9,9,0,2012,3,14,0.0
10,9,0,2012,4,1,0.293999999761581
11,9,0,2012,4,2,0.293999999761581
12,9,0,2012,4,5,0.0504000000655651
13,9,0,2012,4,7,0.493999987840652
14,9,0,2012,4,8,0.493999987840652
15,9,0,2012,4,10,0.00150000001303852
16,9,0,2012,4,12,0.0
17,9,0,2012,4,13,0.0
18,9,0,2012,5,1,0.293999999761581
19,9,0,2012,5,2,0.293999999761581
20,9,0,2012,5,5,0.0504000000655651
21,9,0,2012,5,7,0.493999987840652
22,9,0,2012,5,8,0.493999987840652
23,9,0,2012,5,10,0.00150000001303852
24,9,0,2012,5,12,0.0
25,9,0,2012,5,14,0.0
26,9,0,2012,6,2,0.0753000006079674
27,9,0,2012,6,12,-0.0399999991059303
28,9,0,2012,7,2,0.0753000006079674
29,9,0,2012,8,12,0.0
30,9,0,2012,8,15,0.0
31,9,0,2013,2,1,0.293999999761581
32,9,0,2013,2,12,0.0
33,9,0,2013,3,1,0.293999999761581
34,9,0,2013,3,2,0.293999999761581
35,9,0,2013,3,5,0.0504000000655651
36,9,0,2013,3,7,0.493999987840652
37,9,0,2013,3,8,0.493999987840652
38,9,0,2013,3,10,0.00150000001303852
39,9,0,2013,3,12,0.0
40,9,0,2013,3,14,0.0
41,9,0,2013,4,1,0.293999999761581
42,9,0,2013,4,2,0.293999999761581
43,9,0,2013,4,5,0.0504000000655651
44,9,0,2013,4,7,0.493999987840652
45,9,0,2013,4,8,0.493999987840652
46,9,0,2013,4,10,0.00150000001303852
47,9,0,2013,4,12,0.0
48,9,0,2013,4,13,0.0
49,9,0,2013,5,1,0.293999999761581
50,9,0,2013,5,2,0.293999999761581
51,9,0,2013,5,5,0.0504000000655651
52,9,0,2013,5,7,0.493999987840652
53,9,0,2013,5,8,0.493999987840652
54,9,0,2013,5,10,0.00150000001303852
55,9,0,2013,5,12,0.0
56,9,0,2013,5,14,0.0
57,9,0,2013,6,2,0.0753000006079674
58,9,0,2013,6,12,-0.0399999991059303
59,9,0,2013,7,2,0.0753000006079674
60,9,0,2013,8,12,0.0
61,9,0,2013,8,15,0.0
62,9,0,2014,2,1,0.293999999761581
63,9,0,2014,2,12,0.0
64,9,0,2014,3,1,0.293999999761581
65,9,0,2014,3,2,0.293999999761581
66,9,0,2014,3,5,0.0504000000655651
67,9,0,2014,3,7,0.493999987840652
68,9,0,2014,3,8,0.493999987840652
69,9,0,2014,3,10,0.00150000001303852
70,9,0,2014,3,12,0.0
71,9,0,2014,3,14,0.0
72,9,0,2014,4,1,0.293999999761581
73,9,0,2014,4,2,0.293999999761581
74,9,0,2014,4,5,0.0504000000655651
75,9,0,2014,4,7,0.493999987840652
76,9,0,2014,4,8,0.493999987840652
77,9,0,2014,4,10,0.00150000001303852
78,9,0,2014,4,12,0.0
79,9,0,2014,4,13,0.0
80,9,0,2014,5,1,0.293999999761581
81,9,0,2014,5,2,0.293999999761581
82,9,0,2014,5,5,0.0504000000655651
83,9,0,2014,5,7,0.493999987840652
84,9,0,2014,5,8,0.493999987840652
85,9,0,2014,5,10,0.00150000001303852
86,9,0,2014,5,12,0.0
87,9,0,2014,5,14,0.0
88,9,0,2014,6,2,0.0753000006079674
89,9,0,2014,6,12,-0.0399999991059303
90,9,0,2014,7,2,0.0753000006079674
91,9,0,2014,8,12,0.0
92,9,0,2014,8,15,0.0
93,9,0,2015,2,1,0.293999999761581
94,9,0,2015,2,12,0.0
95,9,0,2015,2,13,0.0
96,9,0,2015,3,1,0.293999999761581
97,9,0,2015,3,2,0.293999999761581
98,9,0,2015,3,5,0.0504000000655651
99,9,0,2015,3,7,0.493999987840652
100,9,0,2015,3,8,0.493999987840652
101,9,0,2015,3,10,0.00150000001303852
102,9,0,2015,3,12,0.0
103,9,0,2015,3,13,0.0
104,9,0,2015,3,14,0.0
105,9,0,2015,4,1,0.293999999761581
106,9,0,2015,4,2,0.293999999761581
107,9,0,2015,4,5,0.0504000000655651
108,9,0,2015,4,7,0.493999987840652
109,9,0,2015,4,8,0.493999987840652
110,9,0,2015,4,10,0.00150000001303852
111,9,0,2015,4,12,0.0
112,9,0,2015,4,13,0.0
113,9,0,2015,5,1,0.293999999761581
114,9,0,2015,5,2,0.293999999761581
115,9,0,2015,5,5,0.0504000000655651
116,9,0,2015,5,7,0.493999987840652
117,9,0,2015,5,8,0.493999987840652
118,9,0,2015,5,10,0.00150000001303852
119,9,0,2015,5,12,0.0
120,9,0,2015,5,14,0.0
121,9,0,2015,6,2,0.0753000006079674
122,9,0,2015,6,12,-0.0399999991059303
123,9,0,2015,7,2,0.0753000006079674
124,9,0,2015,8,12,0.0
125,9,0,2015,8,15,0.0
126,9,0,2016,2,1,0.293999999761581
127,9,0,2016,2,12,0.0
128,9,0,2016,2,13,0.0
129,9,0,2016,3,1,0.293999999761581
130,9,0,2016,3,2,0.293999999761581
131,9,0,2016,3,5,0.0504000000655651
132,9,0,2016,3,7,0.493999987840652
133,9,0,2016,3,8,0.493999987840652
134,9,0,2016,3,10,0.00150000001303852
135,9,0,2016,3,12,0.0
136,9,0,2016,3,13,0.0
137,9,0,2016,3,14,0.0
138,9,0,2016,4,1,0.293999999761581
139,9,0,2016,4,2,0.293999999761581
140,9,0,2016,4,5,0.0504000000655651
141,9,0,2016,4,7,0.493999987840652
142,9,0,2016,4,8,0.493999987840652
143,9,0,2016,4,10,0.00150000001303852
144,9,0,2016,4,12,0.0
145,9,0,2016,4,13,0.0
146,9,0,2016,5,1,0.293999999761581
147,9,0,2016,5,2,0.293999999761581
148,9,0,2016,5,5,0.0504000000655651
149,9,0,2016,5,7,0.493999987840652
150,9,0,2016,5,8,0.493999987840652
151,9,0,2016,5,10,0.00150000001303852
152,9,0,2016,5,12,0.0
153,9,0,2016,5,14,0.0
154,9,0,2016,6,2,0.0753000006079674
155,9,0,2016,6,12,-0.0399999991059303
156,9,0,2016,7,2,0.0753000006079674
157,9,0,2016,8,12,0.0
158,9,0,2016,8,15,0.0
159,9,0,2017,2,1,0.293999999761581
160,9,0,2017,2,12,0.0
161,9,0,2017,2,13,0.0
162,9,0,2017,3,1,0.293999999761581
163,9,0,2017,3,2,0.293999999761581
164,9,0,2017,3,5,0.0504000000655651
165,9,0,2017,3,7,0.493999987840652
166,9,0,2017,3,8,0.493999987840652
167,9,0,2017,3,10,0.00150000001303852
168,9,0,2017,3,12,0.0
169,9,0,2017,3,13,0.0
170,9,0,2017,3,14,0.0
171,9,0,2017,4,1,0.293999999761581
172,9,0,2017,4,2,0.293999999761581
173,9,0,2017,4,5,0.0504000000655651
174,9,0,2017,4,7,0.493999987840652
175,9,0,2017,4,8,0.493999987840652
176,9,0,2017,4,10,0.00150000001303852
177,9,0,2017,4,12,0.0
178,9,0,2017,4,13,0.0
179,9,0,2017,5,1,0.293999999761581
180,9,0,2017,5,2,0.293999999761581
181,9,0,2017,5,5,0.0504000000655651
182,9,0,2017,5,7,0.493999987840652
183,9,0,2017,5,8,0.493999987840652
184,9,0,2017,5,10,0.00150000001303852
185,9,0,2017,5,12,0.0
186,9,0,2017,5,14,0.0
187,9,0,2017,6,2,0.0753000006079674
188,9,0,2017,6,12,-0.0399999991059303
189,9,0,2017,7,2,0.0753000006079674
190,9,0,2017,8,12,0.0
191,9,0,2017,8,15,0.0
192,9,0,2018,2,1,0.293999999761581
193,9,0,2018,2,12,0.0
194,9,0,2018,2,13,0.0
195,9,0,2018,3,1,0.293999999761581
196,9,0,2018,3,2,0.293999999761581
197,9,0,2018,3,5,0.0504000000655651
198,9,0,2018,3,7,0.493999987840652
199,9,0,2018,3,8,0.493999987840652
200,9,0,2018,3,10,0.00150000001303852
201,9,0,2018,3,12,0.0
202,9,0,2018,3,13,0.0
203,9,0,2018,3,14,0.0
204,9,0,2018,4,1,0.293999999761581
205,9,0,2018,4,2,0.293999999761581
206,9,0,2018,4,5,0.0504000000655651
207,9,0,2018,4,7,0.493999987840652
208,9,0,2018,4,8,0.493999987840652
209,9,0,2018,4,10,0.00150000001303852
210,9,0,2018,4,12,0.0
211,9,0,2018,4,13,0.0
212,9,0,2018,5,1,0.293999999761581
213,9,0,2018,5,2,0.293999999761581
214,9,0,2018,5,5,0.0504000000655651
215,9,0,2018,5,7,0.493999987840652
216,9,0,2018,5,8,0.493999987840652
217,9,0,2018,5,10,0.00150000001303852
218,9,0,2018,5,12,0.0
219,9,0,2018,5,14,0.0
220,9,0,2018,6,2,0.0753000006079674
221,9,0,2018,6,12,-0.0399999991059303
222,9,0,2018,7,2,0.0753000006079674
223,9,0,2018,8,12,0.0
224,9,0,2018,8,15,0.0
225,9,0,2019,2,1,0.293999999761581
226,9,0,2019,2,12,0.0
227,9,0,2019,2,13,0.0
228,9,0,2019,3,1,0.293999999761581
229,9,0,2019,3,2,0.293999999761581
230,9,0,2019,3,5,0.0504000000655651
231,9,0,2019,3,7,0.493999987840652
232,9,0,2019,3,8,0.493999987840652
233,9,0,2019,3,10,0.00150000001303852
234,9,0,2019,3,12,0.0
235,9,0,2019,3,13,0.0
236,9,0,2019,3,14,0.0
237,9,0,2019,4,1,0.293999999761581
238,9,0,2019,4,2,0.293999999761581
239,9,0,2019,4,5,0.0504000000655651
240,9,0,2019,4,7,0.493999987840652
241,9,0,2019,4,8,0.493999987840652
242,9,0,2019,4,10,0.00150000001303852
243,9,0,2019,4,12,0.0
244,9,0,2019,4,13,0.0
245,9,0,2019,5,1,0.293999999761581
246,9,0,2019,5,2,0.293999999761581
247,9,0,2019,5,5,0.0504000000655651
248,9,0,2019,5,7,0.493999987840652
249,9,0,2019,5,8,0.493999987840652
250,9,0,2019,5,10,0.00150000001303852
251,9,0,2019,5,12,0.0
252,9,0,2019,5,14,0.0
253,9,0,2019,6,2,0.0753000006079674
254,9,0,2019,6,12,-0.0399999991059303
255,9,0,2019,7,2,0.0753000006079674
256,9,0,2019,8,12,0.0
257,9,0,2019,8,15,0.0
258,9,0,2020,2,1,0.293999999761581
259,9,0,2020,2,12,0.0
260,9,0,2020,2,13,0.0
261,9,0,2020,3,1,0.293999999761581
262,9,0,2020,3,2,0.293999999761581
263,9,0,2020,3,5,0.0504000000655651
264,9,0,2020,3,7,0.493999987840652
265,9,0,2020,3,8,0.493999987840652
266,9,0,2020,3,10,0.00150000001303852
267,9,0,2020,3,12,0.0
268,9,0,2020,3,13,0.0
269,9,0,2020,3,14,0.0
270,9,0,2020,4,1,0.293999999761581
271,9,0,2020,4,2,0.293999999761581
272,9,0,2020,4,5,0.0504000000655651
273,9,0,2020,4,7,0.493999987840652
274,9,0,2020,4,8,0.493999987840652
275,9,0,2020,4,10,0.00150000001303852
276,9,0,2020,4,12,0.0
277,9,0,2020,4,13,0.0
278,9,0,2020,5,1,0.293999999761581
279,9,0,2020,5,2,0.293999999761581
280,9,0,2020,5,5,0.0504000000655651
281,9,0,2020,5,7,0.493999987840652
282,9,0,2020,5,8,0.493999987840652
283,9,0,2020,5,10,0.00150000001303852
284,9,0,2020,5,12,0.0
285,9,0,2020,5,13,0.0
286,9,0,2020,5,14,0.0
287,9,0,2020,6,2,0.0753000006079674
288,9,0,2020,6,12,-0.0399999991059303
289,9,0,2020,7,2,0.0753000006079674
290,9,0,2020,8,12,0.0
291,9,0,2020,8,15,0.0
292,9,0,2021,2,1,0.293999999761581
293,9,0,2021,2,12,0.0
294,9,0,2021,2,13,0.0
295,9,0,2021,3,1,0.293999999761581
296,9,0,2021,3,2,0.293999999761581
297,9,0,2021,3,5,0.0504000000655651
298,9,0,2021,3,7,0.493999987840652
299,9,0,2021,3,8,0.493999987840652
300,9,0,2021,3,10,0.00150000001303852
301,9,0,2021,3,12,0.0
302,9,0,2021,3,13,0.0
303,9,0,2021,3,14,0.0
304,9,0,2021,4,1,0.293999999761581
305,9,0,2021,4,2,0.293999999761581
306,9,0,2021,4,5,0.0504000000655651
307,9,0,2021,4,7,0.493999987840652
308,9,0,2021,4,8,0.493999987840652
309,9,0,2021,4,10,0.00150000001303852
310,9,0,2021,4,12,0.0
311,9,0,2021,4,13,0.0
312,9,0,2021,5,1,0.293999999761581
313,9,0,2021,5,2,0.293999999761581
314,9,0,2021,5,5,0.0504000000655651
315,9,0,2021,5,7,0.493999987840652
316,9,0,2021,5,8,0.493999987840652
317,9,0,2021,5,10,0.00150000001303852
318,9,0,2021,5,12,0.0
319,9,0,2021,5,13,0.0
320,9,0,2021,5,14,0.0
321,9,0,2021,6,2,0.0753000006079674
322,9,0,2021,6,12,-0.0399999991059303
323,9,0,2021,7,2,0.0753000006079674
324,9,0,2021,8,12,0.0
325,9,0,2021,8,15,0.0
326,9,0,2022,2,1,0.293999999761581
327,9,0,2022,2,12,0.0
328,9,0,2022,2,13,0.0
329,9,0,2022,3,1,0.293999999761581
330,9,0,2022,3,2,0.293999999761581
331,9,0,2022,3,5,0.0504000000655651
332,9,0,2022,3,7,0.493999987840652
333,9,0,2022,3,8,0.493999987840652
334,9,0,2022,3,10,0.00150000001303852
335,9,0,2022,3,12,0.0
336,9,0,2022,3,13,0.0
337,9,0,2022,3,14,0.0
338,9,0,2022,4,1,0.293999999761581
339,9,0,2022,4,2,0.293999999761581
340,9,0,2022,4,5,0.0504000000655651
341,9,0,2022,4,7,0.493999987840652
342,9,0,2022,4,8,0.493999987840652
343,9,0,2022,4,10,0.00150000001303852
344,9,0,2022,4,12,0.0
345,9,0,2022,4,13,0.0
346,9,0,2022,5,1,0.293999999761581
347,9,0,2022,5,2,0.293999999761581
348,9,0,2022,5,5,0.0504000000655651
349,9,0,2022,5,7,0.493999987840652
350,9,0,2022,5,8,0.493999987840652
351,9,0,2022,5,10,0.00150000001303852
352,9,0,2022,5,12,0.0
353,9,0,2022,5,13,0.0
354,9,0,2022,5,14,0.0
355,9,0,2022,6,2,0.0753000006079674
356,9,0,2022,6,12,-0.0399999991059303
357,9,0,2022,7,2,0.0753000006079674
358,9,0,2022,8,12,0.0
359,9,0,2022,8,15,0.0
360,9,0,2023,2,1,0.293999999761581
361,9,0,2023,2,12,0.0
362,9,0,2023,2,13,0.0
363,9,0,2023,3,1,0.293999999761581
364,9,0,2023,3,2,0.293999999761581
365,9,0,2023,3,5,0.0504000000655651
366,9,0,2023,3,7,0.493999987840652
367,9,0,2023,3,8,0.493999987840652
368,9,0,2023,3,10,0.00150000001303852
369,9,0,2023,3,12,0.0
370,9,0,2023,3,13,0.0
371,9,0,2023,3,14,0.0
372,9,0,2023,4,1,0.293999999761581
373,9,0,2023,4,2,0.293999999761581
374,9,0,2023,4,5,0.0504000000655651
375,9,0,2023,4,7,0.493999987840652
376,9,0,2023,4,8,0.493999987840652
377,9,0,2023,4,10,0.00150000001303852
378,9,0,2023,4,12,0.0
379,9,0,2023,4,13,0.0
380,9,0,2023,5,1,0.293999999761581
381,9,0,2023,5,2,0.293999999761581
382,9,0,2023,5,5,0.0504000000655651
383,9,0,2023,5,7,0.493999987840652
384,9,0,2023,5,8,0.493999987840652
385,9,0,2023,5,10,0.00150000001303852
386,9,0,2023,5,12,0.0
387,9,0,2023,5,13,0.0
388,9,0,2023,5,14,0.0
389,9,0,2023,6,2,0.0753000006079674
390,9,0,2023,6,12,-0.0399999991059303
391,9,0,2023,7,2,0.0753000006079674
392,9,0,2023,8,12,0.0
393,9,0,2023,8,15,0.0
394,9,0,2024,2,1,0.293999999761581
395,9,0,2024,2,12,0.0
396,9,0,2024,2,13,0.0
397,9,0,2024,3,1,0.293999999761581
398,9,0,2024,3,2,0.293999999761581
399,9,0,2024,3,5,0.0504000000655651
400,9,0,2024,3,7,0.493999987840652
401,9,0,2024,3,8,0.493999987840652
402,9,0,2024,3,10,0.00150000001303852
403,9,0,2024,3,12,0.0
404,9,0,2024,3,13,0.0
405,9,0,2024,3,14,0.0
406,9,0,2024,4,1,0.293999999761581
407,9,0,2024,4,2,0.293999999761581
408,9,0,2024,4,5,0.0504000000655651
409,9,0,2024,4,7,0.493999987840652
410,9,0,2024,4,8,0.493999987840652
411,9,0,2024,4,10,0.00150000001303852
412,9,0,2024,4,12,0.0
413,9,0,2024,4,13,0.0
414,9,0,2024,5,1,0.293999999761581
415,9,0,2024,5,2,0.293999999761581
416,9,0,2024,5,5,0.0504000000655651
417,9,0,2024,5,7,0.493999987840652
418,9,0,2024,5,8,0.493999987840652
419,9,0,2024,5,10,0.00150000001303852
420,9,0,2024,5,12,0.0
421,9,0,2024,5,13,0.0
422,9,0,2024,5,14,0.0
423,9,0,2024,6,2,0.0753000006079674
424,9,0,2024,6,12,-0.0399999991059303
425,9,0,2024,7,2,0.0753000006079674
426,9,0,2024,8,12,0.0
427,9,0,2024,8,15,0.0
428,9,0,2025,2,1,0.293999999761581
429,9,0,2025,2,12,0.0
430,9,0,2025,2,13,0.0
431,9,0,2025,3,1,0.293999999761581
432,9,0,2025,3,2,0.293999999761581
433,9,0,2025,3,5,0.0504000000655651
434,9,0,2025,3,7,0.493999987840652
435,9,0,2025,3,8,0.493999987840652
436,9,0,2025,3,10,0.00150000001303852
437,9,0,2025,3,12,0.0
438,9,0,2025,3,13,0.0
439,9,0,2025,3,14,0.0
440,9,0,2025,4,1,0.293999999761581
441,9,0,2025,4,2,0.293999999761581
442,9,0,2025,4,5,0.0504000000655651
443,9,0,2025,4,7,0.493999987840652
444,9,0,2025,4,8,0.493999987840652
445,9,0,2025,4,10,0.00150000001303852
446,9,0,2025,4,12,0.0
447,9,0,2025,4,13,0.0
448,9,0,2025,5,1,0.293999999761581
449,9,0,2025,5,2,0.293999999761581
450,9,0,2025,5,5,0.0504000000655651
451,9,0,2025,5,7,0.493999987840652
452,9,0,2025,5,8,0.493999987840652
453,9,0,2025,5,10,0.00150000001303852
454,9,0,2025,5,12,0.0
455,9,0,2025,5,13,0.0
456,9,0,2025,5,14,0.0
457,9,0,2025,6,2,0.0753000006079674
458,9,0,2025,6,12,-0.0399999991059303
459,9,0,2025,7,2,0.0753000006079674
460,9,0,2025,8,12,0.0
461,9,0,2025,8,14,0.0
462,9,0,2025,8,15,0.0
463,9,0,2026,2,1,0.293999999761581
464,9,0,2026,2,12,0.0
465,9,0,2026,2,13,0.0
466,9,0,2026,3,1,0.293999999761581
467,9,0,2026,3,2,0.293999999761581
468,9,0,2026,3,5,0.0504000000655651
469,9,0,2026,3,7,0.493999987840652
470,9,0,2026,3,8,0.493999987840652
471,9,0,2026,3,10,0.00150000001303852
472,9,0,2026,3,12,0.0
473,9,0,2026,3,13,0.0
474,9,0,2026,3,14,0.0
475,9,0,2026,4,1,0.293999999761581
476,9,0,2026,4,2,0.293999999761581
477,9,0,2026,4,5,0.0504000000655651
478,9,0,2026,4,7,0.493999987840652
479,9,0,2026,4,8,0.493999987840652
480,9,0,2026,4,10,0.00150000001303852
481,9,0,2026,4,12,0.0
482,9,0,2026,4,13,0.0
483,9,0,2026,5,1,0.293999999761581
484,9,0,2026,5,2,0.293999999761581
485,9,0,2026,5,5,0.0504000000655651
486,9,0,2026,5,7,0.493999987840652
487,9,0,2026,5,8,0.493999987840652
488,9,0,2026,5,10,0.00150000001303852
489,9,0,2026,5,12,0.0
490,9,0,2026,5,13,0.0
491,9,0,2026,5,14,0.0
492,9,0,2026,6,2,0.0753000006079674
493,9,0,2026,6,12,-0.0399999991059303
494,9,0,2026,7,2,0.0753000006079674
495,9,0,2026,8,12,0.0
496,9,0,2026,8,14,0.0
497,9,0,2026,8,15,0.0
498,9,0,2027,2,1,0.293999999761581
499,9,0,2027,2,12,0.0
500,9,0,2027,2,13,0.0
501,9,0,2027,3,1,0.293999999761581
502,9,0,2027,3,2,0.293999999761581
503,9,0,2027,3,5,0.0504000000655651
504,9,0,2027,3,7,0.493999987840652
505,9,0,2027,3,8,0.493999987840652
506,9,0,2027,3,10,0.00150000001303852
507,9,0,2027,3,12,0.0
508,9,0,2027,3,13,0.0
509,9,0,2027,3,14,0.0
510,9,0,2027,4,1,0.293999999761581
511,9,0,2027,4,2,0.293999999761581
512,9,0,2027,4,5,0.0504000000655651
513,9,0,2027,4,7,0.493999987840652
514,9,0,2027,4,8,0.493999987840652
515,9,0,2027,4,10,0.00150000001303852
516,9,0,2027,4,12,0.0
517,9,0,2027,4,13,0.0
518,9,0,2027,5,1,0.293999999761581
519,9,0,2027,5,2,0.293999999761581
520,9,0,2027,5,5,0.0504000000655651
521,9,0,2027,5,7,0.493999987840652
522,9,0,2027,5,8,0.493999987840652
523,9,0,2027,5,10,0.00150000001303852
524,9,0,2027,5,12,0.0
525,9,0,2027,5,13,0.0
526,9,0,2027,5,14,0.0
527,9,0,2027,6,2,0.0753000006079674
528,9,0,2027,6,12,-0.0399999991059303
529,9,0,2027,7,2,0.0753000006079674
530,9,0,2027,8,12,0.0
531,9,0,2027,8,14,0.0
532,9,0,2027,8,15,0.0
533,9,0,2028,2,1,0.293999999761581
534,9,0,2028,2,12,0.0
535,9,0,2028,2,13,0.0
536,9,0,2028,3,1,0.293999999761581
537,9,0,2028,3,2,0.293999999761581
538,9,0,2028,3,5,0.0504000000655651
539,9,0,2028,3,7,0.493999987840652
540,9,0,2028,3,8,0.493999987840652
541,9,0,2028,3,10,0.00150000001303852
542,9,0,2028,3,12,0.0
543,9,0,2028,3,13,0.0
544,9,0,2028,3,14,0.0
545,9,0,2028,4,1,0.293999999761581
546,9,0,2028,4,2,0.293999999761581
547,9,0,2028,4,5,0.0504000000655651
548,9,0,2028,4,7,0.493999987840652
549,9,0,2028,4,8,0.493999987840652
550,9,0,2028,4,10,0.00150000001303852
551,9,0,2028,4,12,0.0
552,9,0,2028,4,13,0.0
553,9,0,2028,5,1,0.293999999761581
554,9,0,2028,5,2,0.293999999761581
555,9,0,2028,5,5,0.0504000000655651
556,9,0,2028,5,7,0.493999987840652
557,9,0,2028,5,8,0.493999987840652
558,9,0,2028,5,10,0.00150000001303852
559,9,0,2028,5,12,0.0
560,9,0,2028,5,13,0.0
561,9,0,2028,5,14,0.0
562,9,0,2028,6,2,0.0753000006079674
563,9,0,2028,6,12,-0.0399999991059303
564,9,0,2028,7,2,0.0753000006079674
565,9,0,2028,8,12,0.0
566,9,0,2028,8,14,0.0
567,9,0,2028,8,15,0.0
568,9,0,2029,2,1,0.293999999761581
569,9,0,2029,2,12,0.0
570,9,0,2029,2,13,0.0
571,9,0,2029,3,1,0.293999999761581
572,9,0,2029,3,2,0.293999999761581
573,9,0,2029,3,5,0.0504000000655651
574,9,0,2029,3,7,0.493999987840652
575,9,0,2029,3,8,0.493999987840652
576,9,0,2029,3,10,0.00150000001303852
577,9,0,2029,3,12,0.0
578,9,0,2029,3,13,0.0
579,9,0,2029,3,14,0.0
580,9,0,2029,4,1,0.293999999761581
581,9,0,2029,4,2,0.293999999761581
582,9,0,2029,4,5,0.0504000000655651
583,9,0,2029,4,7,0.493999987840652
584,9,0,2029,4,8,0.493999987840652
585,9,0,2029,4,10,0.00150000001303852
586,9,0,2029,4,12,0.0
587,9,0,2029,4,13,0.0
588,9,0,2029,5,1,0.293999999761581
589,9,0,2029,5,2,0.293999999761581
590,9,0,2029,5,5,0.0504000000655651
591,9,0,2029,5,7,0.493999987840652
592,9,0,2029,5,8,0.493999987840652
593,9,0,2029,5,10,0.00150000001303852
594,9,0,2029,5,12,0.0
595,9,0,2029,5,13,0.0
596,9,0,2029,5,14,0.0
597,9,0,2029,6,2,0.0753000006079674
598,9,0,2029,6,12,-0.0399999991059303
599,9,0,2029,7,2,0.0753000006079674
600,9,0,2029,8,12,0.0
601,9,0,2029,8,14,0.0
602,9,0,2029,8,15,0.0
603,9,0,2030,2,1,0.293999999761581
604,9,0,2030,2,12,0.0
605,9,0,2030,2,13,0.0
606,9,0,2030,3,1,0.293999999761581
607,9,0,2030,3,2,0.293999999761581
608,9,0,2030,3,5,0.0504000000655651
609,9,0,2030,3,7,0.493999987840652
610,9,0,2030,3,8,0.493999987840652
611,9,0,2030,3,10,0.00150000001303852
612,9,0,2030,3,12,0.0
613,9,0,2030,3,13,0.0
614,9,0,2030,3,14,0.0
615,9,0,2030,4,1,0.293999999761581
616,9,0,2030,4,2,0.293999999761581
617,9,0,2030,4,5,0.0504000000655651
618,9,0,2030,4,7,0.493999987840652
619,9,0,2030,4,8,0.493999987840652
620,9,0,2030,4,10,0.00150000001303852
621,9,0,2030,4,12,0.0
622,9,0,2030,4,13,0.0
623,9,0,2030,5,1,0.293999999761581
624,9,0,2030,5,2,0.293999999761581
625,9,0,2030,5,5,0.0504000000655651
