TechID,ModeID,VehTypeID,MassCatID,FuelID,EngineID,TransTypeID,Availability,Final_Year,HybridFlag,spec_energ_consump,spec_energ_electric,noise_class,PurchasePrice,ExpectedLifeFactor,Capacity,AveEconLife
810,1,4,11,2,5,1,2000,2005,0,31.30002213,,1,62752,1,10,15
811,1,4,11,8,8,1,2005,2015,0,37.75609589,,1,65890,1,10,15
812,1,4,11,8,9,1,2015,,0,36.0430336,,1,65890,1,10,15
850,1,4,11,2,6,1,2005,2009,0,29.7912178,,1,62752,1,10,15
852,1,4,11,2,6,1,2005,2009,1,18.03689575,,1,75300,1,10,15
853,1,4,11,7,6,1,2005,2009,0,26.27928734,,1,67998,1,10,15
854,1,4,11,13,13,1,2010,,0,180.7355042,,0,93750,1,10,15
855,1,3,1,12,21,1,2045,,0,6.443470955,,2,12000,1,5,12
856,1,3,2,13,13,1,2020,2029,0,43.47058868,,2,50000,1,5,12
857,1,4,11,7,14,1,2009,2015,0,25.65444183,,1,67998,1,10,15
858,1,4,11,7,15,1,2015,2020,0,25.10775375,,1,67321,1,10,15
859,1,4,11,7,16,1,2020,2025,0,24.49360085,,1,66650,1,10,15
860,1,4,11,7,17,1,2025,2030,0,23.88735008,,1,65986,1,10,15
861,1,4,11,7,18,1,2030,2035,0,23.29608917,,1,65329,1,10,15
862,1,4,11,7,19,1,2035,2040,0,22.71949005,,1,64678,1,10,15
863,1,4,11,7,20,1,2040,2045,0,22.15715027,,1,64034,1,10,15
864,1,4,11,7,21,1,2045,,0,21.60873032,,1,63396,1,10,15
865,1,4,11,2,14,1,2009,2015,1,17.69521713,,1,70000,1,10,15
866,1,4,11,2,15,1,2015,2020,1,17.22950172,,1,68000,1,10,15
867,1,4,11,2,16,1,2020,2025,1,16.80788994,,1,65890,1,10,15
868,1,4,11,2,17,1,2025,2030,1,16.39188004,,1,65890,1,10,15
869,1,4,11,2,18,1,2030,2035,1,15.98616028,,1,65890,1,10,15
870,1,4,12,2,1,1,1980,1992,0,52.99494553,,0,125504,1,39,15
871,1,4,11,2,19,1,2035,2040,1,15.59047985,,1,65890,1,10,15
872,1,4,11,2,20,1,2040,2045,1,15.20460033,,1,65890,1,10,15
873,1,4,11,2,21,1,2045,,1,14.82826042,,1,65890,1,10,15
890,1,4,12,2,14,1,2009,2015,0,39.3536644,,0,125504,1,39,15
940,1,4,12,12,16,1,2020,2025,0,88.56122589,,2,159498.3906,1,39,15
941,1,4,12,12,17,1,2025,2030,0,84.22084045,,2,147889.5313,1,39,15
950,1,4,12,7,8,1,2020,2030,0,107.1886978,,1,138054,1,39,15
970,1,4,12,2,3,1,1992,1996,0,52.50741959,,0,125504,1,39,15
980,1,4,12,2,4,1,1996,2000,0,42.0907135,,0,125504,1,39,15
981,1,4,12,2,14,1,2009,2015,2,23.95947647,98.91369629,0,150605,1,39,15
982,1,4,12,2,15,1,2015,2020,2,23.3318615,93.12527466,0,145000,1,39,15
983,1,4,12,2,16,1,2020,2025,2,22.76092911,88.56122589,0,145000,1,39,15
984,1,4,12,2,17,1,2025,2030,2,22.1975708,84.22084045,0,145000,1,39,15
985,1,4,12,2,18,1,2030,2035,2,21.64816093,80.09318542,0,145000,1,39,15
986,1,4,12,2,19,1,2035,2040,2,21.11234093,76.16781616,0,145000,1,39,15
987,1,4,12,2,20,1,2040,2045,2,20.58978081,72.43482208,0,145000,1,39,15
988,1,4,12,2,21,1,2045,,2,20.0801506,68.8848114,0,145000,1,39,15
990,1,4,12,10,6,1,2005,2009,0,198.4260406,,1,150604.7969,1,39,15
991,1,4,12,10,14,1,2009,2015,0,219.9376984,,1,144329.5938,1,39,15
992,1,4,12,10,15,1,2015,2020,0,189.7447052,,1,138054.4063,1,39,15
993,1,4,12,10,16,1,2020,2025,0,185.0482941,,1,136799.3594,1,39,15
994,1,4,12,10,17,1,2025,2030,0,180.4680939,,1,135544.3125,1,39,15
995,1,4,12,10,18,1,2030,2035,0,176.001297,,1,134289.2813,1,39,15
996,1,4,12,10,19,1,2035,2040,0,171.6450958,,1,133034.2344,1,39,15
997,1,4,12,10,20,1,2040,2045,0,167.3966064,,1,131779.2031,1,39,15
998,1,4,12,10,21,1,2045,,0,163.2532959,,1,131779.2031,1,39,15
1000,1,4,12,5,6,1,2005,2009,0,65.23161316,,1,144329.5938,1,39,15
1001,1,4,12,5,14,1,2009,2015,0,64.23043823,,1,138054.4063,1,39,15
1002,1,4,12,5,15,1,2015,2020,0,62.37765884,,1,136799.3594,1,39,15
1003,1,4,12,5,16,1,2020,2025,0,60.83374023,,1,135544.3125,1,39,15
1004,1,4,12,5,17,1,2025,2030,0,59.32802963,,1,134289.2813,1,39,15
1005,1,4,12,5,18,1,2030,2035,0,57.85958099,,1,133034.2344,1,39,15
1006,1,4,12,5,19,1,2035,2040,0,56.42749023,,1,131779.2031,1,39,15
1007,1,4,12,5,20,1,2040,2045,0,55.03084183,,1,131779.2031,1,39,15
1008,1,4,12,5,21,1,2045,,0,53.66875076,,1,131779.2031,1,39,15
1010,1,4,12,12,18,1,2030,2035,0,80.09318542,,2,140641.4688,1,39,15
1030,1,4,12,12,19,1,2035,2040,0,76.16781616,,2,133748.6406,1,39,15
1031,1,4,12,12,20,1,2040,2045,0,72.43482208,,2,130438.1953,1,39,15
1040,1,4,12,2,5,1,2000,2005,0,42.15333176,,0,125504,1,39,15
1041,1,4,12,8,7,1,1990,2005,0,59.51512146,,1,138054,1,39,15
1050,1,4,13,10,6,1,2005,2009,0,178.5377808,,1,150604.7969,1,65,15
1051,1,4,13,10,14,1,2009,2015,0,175.7720642,,1,144329.5938,1,65,15
1052,1,4,13,10,15,1,2015,2020,0,170.6976929,,1,138054.4063,1,65,15
1053,1,4,13,10,16,1,2020,2025,0,166.472702,,1,136799.3594,1,65,15
1054,1,4,13,10,17,1,2025,2030,0,162.3522949,,1,135544.3125,1,65,15
1055,1,4,13,10,18,1,2030,2035,0,158.3338928,,1,134289.2813,1,65,15
1056,1,4,13,10,19,1,2035,2040,0,154.4149017,,1,133034.2344,1,65,15
1057,1,4,13,10,20,1,2040,2045,0,150.5930023,,1,131779.2031,1,65,15
1058,1,4,13,10,21,1,2045,,0,146.8656006,,1,131779.2031,1,65,15
1060,1,4,13,5,6,1,2005,2009,0,58.68352127,,1,144329.5938,1,65,15
1061,1,4,13,5,14,1,2009,2015,0,57.78138351,,1,138054.4063,1,65,15
1062,1,4,13,5,15,1,2015,2020,0,56.11605072,,1,136799.3594,1,65,15
1063,1,4,13,5,16,1,2020,2025,0,54.72710037,,1,135544.3125,1,65,15
1064,1,4,13,5,17,1,2025,2030,0,53.37253952,,1,134289.2813,1,65,15
1065,1,4,13,5,18,1,2030,2035,0,52.05149841,,1,133034.2344,1,65,15
1066,1,4,13,5,19,1,2035,2040,0,50.76316071,,1,131779.2031,1,65,15
1067,1,4,13,5,20,1,2040,2045,0,49.50671005,,1,131779.2031,1,65,15
1068,1,4,13,5,21,1,2045,,0,48.28136063,,1,131779.2031,1,65,15
1110,1,4,12,7,7,1,2010,2020,0,78.84912109,,1,138054,1,39,15
1111,1,4,12,7,9,1,2030,,0,101.9483032,,1,138054,1,39,15
1121,1,4,12,2,15,1,2015,2020,0,38.30938721,,0,125504,1,39,15
1122,1,4,12,2,16,1,2020,2025,0,37.37163162,,0,125504,1,39,15
1123,1,4,12,2,17,1,2025,2030,0,36.44664001,,0,125504,1,39,15
1124,1,4,12,2,18,1,2030,2035,0,35.54454041,,0,125504,1,39,15
1125,1,4,12,2,19,1,2035,2040,0,34.66476822,,0,125504,1,39,15
1126,1,4,12,2,20,1,2040,2045,0,33.80677032,,0,125504,1,39,15
1127,1,4,12,2,21,1,2045,,0,32.97000885,,0,125504,1,39,15
1130,1,4,12,2,6,1,2005,2009,0,40.11855698,,0,125504,1,39,15
1131,1,4,12,8,8,1,2005,2020,0,54.83776093,,1,131779,1,39,15
1132,1,4,12,2,6,1,2005,2009,1,32.094841,,1,145000,1,39,15
1133,1,4,12,12,21,1,2045,,0,68.8848114,,2,127209.6875,1,39,15
1134,1,4,12,13,13,1,2015,2020,0,240.7245941,,1,195746,1,39,15
1135,1,4,12,13,13,1,2020,2025,0,228.9266968,,1,176939,1,39,15
1136,1,4,12,13,13,1,2025,2030,0,217.7071075,,1,164061,1,39,15
1137,1,4,12,13,13,1,2030,2035,0,207.0372009,,1,152120,1,39,15
1138,1,4,12,13,13,1,2035,2040,0,196.8903961,,1,141048,1,39,15
1139,1,4,12,13,13,1,2040,,0,187.240799,,1,130782,1,39,15
1141,1,4,12,8,9,1,2020,,0,51.03174973,,1,131779,1,39,15
1142,1,4,12,2,14,1,2009,2015,1,31.47163773,,1,138054,1,39,15
1143,1,4,12,2,15,1,2015,2020,1,30.64725304,,1,138054,1,39,15
1144,1,4,12,2,16,1,2020,2025,1,29.89731026,,1,138054,1,39,15
1145,1,4,12,2,17,1,2025,2030,1,29.15731049,,1,138054,1,39,15
1146,1,4,12,2,18,1,2030,2035,1,28.4356308,,1,138054,1,39,15
1147,1,4,12,2,19,1,2035,2040,1,27.73181915,,1,138054,1,39,15
1148,1,4,12,2,20,1,2040,2045,1,27.04541016,,1,138054,1,39,15
1149,1,4,12,2,21,1,2045,,1,26.37601089,,1,138054,1,39,15
1150,1,4,13,12,6,1,2005,2009,0,135.3678284,,2,225000,1,65,15
1151,1,4,13,12,14,1,2009,2015,0,130.033783,,2,207532.8438,1,65,15
1152,1,4,13,2,1,1,1980,1993,0,37.85326385,,0,125504,1,65,15
1153,1,4,13,2,14,1,2009,2015,0,35.39928818,,0,125504,1,65,15
1155,1,4,13,12,15,1,2015,2020,0,122.4242249,,2,183841.375,1,65,15
1156,1,4,13,12,16,1,2020,2025,0,116.4242401,,2,170460.7656,1,65,15
1158,1,4,13,2,3,1,1992,1996,0,37.76227188,,0,125504,1,65,15
1159,1,4,13,2,4,1,1996,2000,0,37.85005951,,0,125504,1,65,15
1161,1,4,13,12,17,1,2025,2030,0,110.7182846,,2,158054.0313,1,65,15
1162,1,4,13,12,18,1,2030,2035,0,105.2919922,,2,146550.3125,1,65,15
1163,1,4,13,2,5,1,2000,2005,0,37.9127655,,0,125504,1,65,15
1164,1,4,13,8,7,1,1990,2005,0,42.54090118,,0,138054,1,65,15
1166,1,4,13,2,6,1,2005,2009,0,36.09135437,,0,125504,1,65,15
1167,1,4,13,8,8,1,2005,2020,0,42.53954697,,0,131779,1,65,15
1168,1,4,13,2,6,1,2005,2009,1,37.89164352,,0,138054,1,65,15
1169,1,4,13,12,19,1,2035,2040,0,100.1316299,,2,139367.8906,1,65,15
1170,1,4,13,13,13,1,2015,2020,0,240.7245941,,1,195746,1,65,15
1171,1,4,13,2,15,1,2015,2020,0,34.46351242,,0,125504,1,65,15
1172,1,4,13,2,16,1,2020,2025,0,33.62017822,,0,125504,1,65,15
1173,1,4,13,2,17,1,2025,2030,0,32.78804016,,0,125504,1,65,15
1174,1,4,13,2,18,1,2030,2035,0,31.97649956,,0,125504,1,65,15
1175,1,4,13,2,19,1,2035,2040,0,31.18503952,,0,125504,1,65,15
1176,1,4,13,2,20,1,2040,2045,0,30.41316986,,0,125504,1,65,15
1177,1,4,13,2,21,1,2045,,0,29.66040993,,0,125504,1,65,15
1179,1,4,13,8,9,1,2020,,0,39.59516144,,0,131779,1,65,15
1180,1,4,13,2,14,1,2009,2015,1,37.19799805,,0,138054,1,65,15
1181,1,4,13,2,15,1,2015,2020,1,36.23893738,,0,138054,1,65,15
1182,1,4,13,2,16,1,2020,2025,1,35.35282135,,0,138054,1,65,15
1183,1,4,13,2,17,1,2025,2030,1,34.47779846,,0,138054,1,65,15
1184,1,4,13,2,18,1,2030,2035,1,33.62443161,,0,138054,1,65,15
1185,1,4,13,2,19,1,2035,2040,1,32.79217911,,0,138054,1,65,15
1186,1,4,13,2,20,1,2040,2045,1,31.98053932,,0,138054,1,65,15
1187,1,4,13,2,21,1,2045,,1,31.1889801,,0,138054,1,65,15
1188,1,4,13,12,20,1,2040,2045,0,95.22416687,,2,132537.4688,1,65,15
1189,1,4,13,12,21,1,2045,,0,90.55725098,,2,126041.8125,1,65,15
1190,1,4,13,13,13,1,2020,2025,0,329.1608887,,1,176939,1,65,15
1191,1,4,13,13,13,1,2025,2030,0,313.0286865,,1,164061,1,65,15
1192,1,4,13,13,13,1,2030,2035,0,297.6871948,,1,152120,1,65,15
1193,1,4,13,13,13,1,2035,2040,0,283.0975952,,1,141048,1,65,15
1194,1,4,13,13,13,1,2040,,0,269.2229919,,1,130782,1,65,15
1200,1,5,21,2,1,2,1980,1995,0,13.160882,,0,21000,1,2.5,10
1220,1,5,21,2,14,2,2009,2015,0,8.935043335,,0,21000,1,2.5,10
1221,1,5,21,2,14,2,2009,2015,1,6.252324581,,0,28600,1,2.5,10
1222,1,5,21,2,15,2,2015,2020,1,5.761575222,,0,23210,1,2.5,10
1223,1,5,21,2,16,2,2020,2025,1,5.348843575,,0,23210,1,2.5,10
1224,1,5,21,2,17,2,2025,2030,1,4.959535122,,0,23210,1,2.5,10
1225,1,5,21,2,18,2,2030,2035,1,4.598562717,,0,23210,1,2.5,10
1226,1,5,21,2,19,2,2035,2040,1,4.263863087,,0,23210,1,2.5,10
1227,1,5,21,2,20,2,2040,2045,1,3.953524351,,0,23210,1,2.5,10
1228,1,5,21,2,21,2,2045,,1,3.665772915,,0,23210,1,2.5,10
1230,1,5,21,7,6,2,2005,2009,0,12.64608669,,1,24200,1,2.5,10
1240,1,5,21,5,5,2,2001,2005,0,20.65897179,,0,24200,1,2.5,10
1250,1,5,21,10,6,2,2005,2009,0,46.29077911,,1,26400,1,2.5,10
1251,1,5,21,10,14,2,2009,2015,0,43.317276,,1,25300,1,2.5,10
1252,1,5,21,10,15,2,2015,2020,0,39.551548,,1,24200,1,2.5,10
1253,1,5,21,10,16,2,2020,2025,0,36.67285156,,1,23980,1,2.5,10
1254,1,5,21,10,17,2,2025,2030,0,34.00367355,,1,23760,1,2.5,10
1255,1,5,21,10,18,2,2030,2035,0,31.52877045,,1,23540,1,2.5,10
1256,1,5,21,10,19,2,2035,2040,0,29.23399353,,1,23320,1,2.5,10
1257,1,5,21,10,20,2,2040,2045,0,27.10623741,,1,23100,1,2.5,10
1258,1,5,21,10,21,2,2045,,0,25.133358,,1,23100,1,2.5,10
1260,1,5,21,5,6,2,2005,2009,0,15.22149086,,1,25300,1,2.5,10
1261,1,5,21,5,14,2,2009,2015,0,14.24034977,,1,24200,1,2.5,10
1262,1,5,21,5,15,2,2015,2020,0,13.00238228,,1,23980,1,2.5,10
1263,1,5,21,5,16,2,2020,2025,0,12.05602551,,1,23760,1,2.5,10
1264,1,5,21,5,17,2,2025,2030,0,11.178545,,1,23540,1,2.5,10
1265,1,5,21,5,18,2,2030,2035,0,10.36493206,,1,23320,1,2.5,10
1266,1,5,21,5,19,2,2035,2040,0,9.610536575,,1,23100,1,2.5,10
1267,1,5,21,5,20,2,2040,2045,0,8.911046982,,1,23100,1,2.5,10
1268,1,5,21,5,21,2,2045,,0,8.262469292,,1,23100,1,2.5,10
1280,1,5,21,12,15,2,2015,2020,0,37.12685776,,2,30000,1,2.5,10
1300,1,5,21,12,5,2,2001,2005,0,53.76206589,,2,44000,1,2.5,10
1301,1,5,21,2,14,2,2009,2015,2,5.440586567,46.98700333,1,30000,1,2.5,10
1302,1,5,21,2,15,2,2015,2020,2,5.107561111,42.91361618,1,26400,1,2.5,10
1303,1,5,21,2,16,2,2020,2025,2,4.735814095,39.79021454,1,25300,1,2.5,10
1304,1,5,21,2,17,2,2025,2030,2,4.391125679,36.89414215,1,25300,1,2.5,10
1305,1,5,21,2,18,2,2030,2035,2,4.071523666,34.20885849,1,25300,1,2.5,10
1306,1,5,21,2,19,2,2035,2040,2,3.775183916,31.71901894,1,25300,1,2.5,10
1307,1,5,21,2,20,2,2040,2045,2,3.500412941,29.41039658,1,25300,1,2.5,10
1308,1,5,21,2,21,2,2045,,2,3.295145512,27.269804,1,25300,1,2.5,10
1320,1,5,21,2,3,2,1994,1998,0,12.96316528,,0,21000,1,2.5,10
1340,1,5,21,2,4,2,1998,2001,0,11.94949913,,0,21000,1,2.5,10
1360,1,5,21,12,6,2,2005,2009,0,45.94056702,,2,44000,1,2.5,10
1365,1,5,21,12,14,2,2009,2015,0,40.6509552,,2,35000,1,2.5,10
1370,1,5,21,13,13,2,2020,2025,0,208.6799927,,2,40000,1,2.5,10
1371,1,5,21,13,13,2,2025,2030,0,179.1999969,,2,35000,1,2.5,10
1372,1,5,21,13,13,2,2030,2035,0,153.8899994,,2,30000,1,2.5,10
1373,1,5,21,13,13,2,2035,2040,0,132.1499939,,2,30000,1,2.5,10
1374,1,5,21,13,13,2,2040,2045,0,113.4800034,,2,30000,1,2.5,10
1375,1,5,21,13,13,2,2045,,0,97.44999695,,2,30000,1,2.5,10
1390,1,5,21,2,5,2,2001,2005,0,10.8581152,,0,21000,1,2.5,10
1391,1,5,21,8,6,2,2005,2009,0,11.77648163,,0,24200,1,2.5,10
1410,1,5,21,1,1,2,1980,1995,0,16.33090591,,0,21000,1,2.5,10
1440,1,5,21,12,16,2,2020,2025,0,34.42462921,,2,28000,1,2.5,10
1450,1,5,21,1,3,2,1994,1998,0,15.64791584,,0,21000,1,2.5,10
1451,1,5,21,1,4,2,1998,2001,0,14.52036858,,0,21000,1,2.5,10
1452,1,5,21,1,5,2,2001,2005,0,12.65614223,,0,21000,1,2.5,10
1453,1,5,21,1,6,2,2005,2009,0,11.61678696,,0,21000,1,2.5,10
1460,1,5,21,2,6,2,2005,2009,0,10.06597519,,0,21000,1,2.5,10
1461,1,5,21,8,14,2,2009,2015,0,10.45085049,,0,24200,1,2.5,10
1462,1,5,21,2,6,2,2005,2009,1,6.982497692,,0,33000,1,2.5,10
1463,1,5,21,12,17,2,2025,2030,0,31.91908836,,2,27000,1,2.5,10
1464,1,5,21,2,15,2,2015,2020,0,8.231151581,,0,21000,1,2.5,10
1465,1,5,21,2,16,2,2020,2025,0,7.641204357,,0,21000,1,2.5,10
1466,1,5,21,2,17,2,2025,2030,0,7.08505106,,0,21000,1,2.5,10
1467,1,5,21,2,18,2,2030,2035,0,6.569377422,,0,21000,1,2.5,10
1468,1,5,21,2,19,2,2035,2040,0,6.091235161,,0,21000,1,2.5,10
1469,1,5,21,2,20,2,2040,2045,0,5.647891998,,0,21000,1,2.5,10
1470,1,5,21,2,21,2,2045,,0,5.23681879,,0,21000,1,2.5,10
1471,1,5,21,1,14,2,2009,2015,0,10.66559124,,1,21000,1,2.5,10
1472,1,5,21,1,15,2,2015,2020,0,9.828445435,,1,21000,1,2.5,10
1473,1,5,21,1,16,2,2020,2025,0,9.124379158,,1,21000,1,2.5,10
1474,1,5,21,1,17,2,2025,2030,0,8.460276604,,1,21000,1,2.5,10
1475,1,5,21,1,18,2,2030,2035,0,7.844507694,,1,21000,1,2.5,10
1476,1,5,21,1,19,2,2035,2040,0,7.273557186,,1,21000,1,2.5,10
1477,1,5,21,1,20,2,2040,2045,0,6.744162083,,1,21000,1,2.5,10
1478,1,5,21,1,21,2,2045,,0,6.253298759,,1,21000,1,2.5,10
1480,1,5,21,8,15,2,2015,2020,0,8.284564018,,0,23100,1,2.5,10
1481,1,5,21,8,16,2,2020,2025,0,7.681583405,,0,23100,1,2.5,10
1482,1,5,21,8,17,2,2025,2030,0,7.12249136,,0,23100,1,2.5,10
1483,1,5,21,8,18,2,2030,2035,0,6.604091644,,0,23100,1,2.5,10
1484,1,5,21,8,19,2,2035,2040,0,6.123422146,,0,23100,1,2.5,10
1485,1,5,21,8,20,2,2040,2045,0,5.677738667,,0,23100,1,2.5,10
1486,1,5,21,8,21,2,2045,,0,5.264492989,,0,23100,1,2.5,10
1510,1,5,21,7,14,2,2009,2015,0,11.65580463,,1,24200,1,2.5,10
1511,1,5,21,7,15,2,2015,2020,0,8.444359779,,1,24200,1,2.5,10
1512,1,5,21,7,16,2,2020,2025,0,7.829751015,,1,24200,1,2.5,10
1513,1,5,21,7,17,2,2025,2030,0,7.259873867,,1,24200,1,2.5,10
1514,1,5,21,7,18,2,2030,2035,0,6.731474876,,1,24200,1,2.5,10
1515,1,5,21,7,19,2,2035,2040,0,6.241535187,,1,24200,1,2.5,10
1516,1,5,21,7,20,2,2040,2045,0,5.787254333,,1,24200,1,2.5,10
1517,1,5,21,7,21,2,2045,,0,5.366037846,,1,24200,1,2.5,10
1520,1,5,22,2,1,2,1980,1993,0,26.3450985,,0,55000,1,8,7
1530,1,5,22,2,14,2,2009,2015,0,22.02563286,,0,55000,1,8,7
1540,1,5,22,10,6,2,2005,2009,0,147.5223846,,1,66000,1,8,7
1541,1,5,22,10,14,2,2009,2015,0,142.2746735,,1,63250,1,8,7
1542,1,5,22,10,15,2,2015,2020,0,117.5163879,,1,60500,1,8,7
1543,1,5,22,10,16,2,2020,2025,0,108.9631653,,1,59950,1,8,7
1544,1,5,22,10,17,2,2025,2030,0,101.0324554,,1,59400,1,8,7
1545,1,5,22,10,18,2,2030,2035,0,93.67894745,,1,58850,1,8,7
1546,1,5,22,10,19,2,2035,2040,0,86.86066437,,1,58300,1,8,7
1547,1,5,22,10,20,2,2040,2045,0,80.53863525,,1,57750,1,8,7
1548,1,5,22,10,21,2,2045,,0,74.67675781,,1,57750,1,8,7
1550,1,5,22,5,5,2,2000,2005,0,46.05906296,,1,66000,1,8,7
1551,1,5,22,5,6,2,2005,2009,0,48.44264603,,1,63250,1,8,7
1552,1,5,22,5,14,2,2009,2015,0,46.76435471,,1,60500,1,8,7
1553,1,5,22,5,15,2,2015,2020,0,38.63296127,,1,59950,1,8,7
1554,1,5,22,5,16,2,2020,2025,0,35.8211174,,1,59400,1,8,7
1555,1,5,22,5,17,2,2025,2030,0,33.21393204,,1,58850,1,8,7
1556,1,5,22,5,18,2,2030,2035,0,30.79650688,,1,58300,1,8,7
1557,1,5,22,5,19,2,2035,2040,0,28.55502701,,1,57750,1,8,7
1558,1,5,22,5,20,2,2040,2045,0,26.4766922,,1,57750,1,8,7
1559,1,5,22,5,21,2,2045,,0,24.5496273,,1,57750,1,8,7
1560,1,5,22,2,3,2,1992,1996,0,26.32256317,,0,55000,1,8,7
1570,1,5,22,2,4,2,1996,2000,0,26.02857399,,0,55000,1,8,7
1590,1,5,22,2,5,2,2000,2005,0,25.10553932,,0,55000,1,8,7
1591,1,5,22,8,6,2,2005,2009,0,28.48855591,,1,60500,1,8,7
1592,1,5,22,8,14,2,2009,2020,0,26.9796257,,1,57750,1,8,7
1593,1,5,22,13,13,2,2020,2025,0,208.6849976,,1,82500,1,8,7
1594,1,5,22,13,13,2,2025,2030,0,161.3211975,,1,71500,1,8,7
1595,1,5,22,13,13,2,2030,2035,0,138.5319977,,1,66000,1,8,7
1596,1,5,22,13,13,2,2035,2040,0,118.9621964,,1,63250,1,8,7
1597,1,5,22,13,13,2,2040,2045,0,102.1568985,,1,63250,1,8,7
1598,1,5,22,13,13,2,2045,,0,87.72557831,,1,63250,1,8,7
1599,1,5,21,12,18,2,2030,2035,0,29.5959034,,2,25000,1,2.5,10
1600,1,5,21,12,19,2,2035,2040,0,27.44180489,,2,24000,1,2.5,10
1601,1,5,21,12,20,2,2040,2045,0,25.44449806,,2,23000,1,2.5,10
1602,1,5,21,12,21,2,2045,,0,23.59256363,,2,22000,1,2.5,10
1603,1,5,22,12,7,2,2015,2025,0,93.46635437,,2,75000,1,8,7
1604,1,5,22,12,8,2,2025,2035,0,80.35587311,,2,61280.46094,1,8,7
1605,1,5,22,12,9,2,2035,,0,69.08438873,,2,55420.94922,1,8,7
1610,1,5,22,2,6,2,2005,2009,0,23.33935356,,0,55000,1,8,7
1611,1,5,22,8,16,2,2020,2030,0,23.0375843,,1,57750,1,8,7
1612,1,5,22,2,14,2,2009,,1,14.23093224,,0,60500,1,8,7
1613,1,5,22,14,6,2,2010,,0,87.02770996,,1,71500,1,8,7
1614,1,5,22,8,18,2,2030,,0,19.8061142,,1,57750,1,8,7
1615,1,5,22,2,15,2,2015,2020,0,20.28185081,,0,55000,1,8,7
1616,1,5,22,2,16,2,2020,2025,0,18.82422829,,0,55000,1,8,7
1617,1,5,22,2,17,2,2025,2030,0,17.45413589,,0,55000,1,8,7
1618,1,5,22,2,18,2,2030,2035,0,16.1837635,,0,55000,1,8,7
1619,1,5,22,2,19,2,2035,2040,0,15.00585365,,0,55000,1,8,7
1620,1,5,22,2,20,2,2040,2045,0,13.91367245,,0,55000,1,8,7
1621,1,5,22,2,21,2,2045,,0,12.90098763,,0,55000,1,8,7
1630,1,5,23,2,1,2,1980,1993,0,38.51263046,,0,100000,1,12,7
1640,1,5,23,2,14,2,2009,2015,0,32.19110489,,0,100000,1,12,7
1650,1,5,23,2,3,2,1992,1996,0,38.47119522,,0,100000,1,12,7
1660,1,5,23,2,4,2,1996,2000,0,38.04151917,,0,100000,1,12,7
1670,1,5,23,2,5,2,2000,2005,0,36.69247818,,0,100000,1,12,7
1671,1,5,23,8,6,2,2005,2009,0,43.75191116,,1,110000,1,12,7
1675,1,5,23,2,14,2,2009,2020,1,20.97422981,,0,105000,1,12,7
1680,1,5,23,8,14,2,2009,2020,0,41.4030838,,1,105000,1,12,7
1681,1,5,23,13,13,2,2020,2025,0,260.8562012,,1,130000,1,12,7
1682,1,5,23,2,6,2,2005,2009,0,34.11115265,,0,100000,1,12,7
1683,1,5,23,8,16,2,2020,2030,0,35.35361099,,1,105000,1,12,7
1684,1,5,23,2,16,2,2020,,1,17.87297058,,0,105000,1,12,7
1685,1,5,23,14,6,2,2010,,0,127.193512,,1,110000,1,12,7
1686,1,5,23,8,18,2,2030,,0,30.39457512,,1,105000,1,12,7
1690,1,5,23,2,15,2,2015,2020,0,29.642519,,0,100000,1,12,7
1691,1,5,23,2,16,2,2020,2025,0,27.51215935,,0,100000,1,12,7
1692,1,5,23,2,17,2,2025,2030,0,25.50972939,,0,100000,1,12,7
